Hospital ID,Hospital Name,Region,City,Latitude,Longitude,Specialties,Services,Equipment,Patient Satisfaction Score,Treatment Success Rates,Accreditation Status,Phone Number,Website,Data Sources,Common Diseases in Region
1,Black Lion Comprehensive Specialized Hospital,Addis Ababa,Addis Ababa,9.0201364,38.7499589,"orthopedics|neurosurgery|general surgery|internal medicine|pediatrics|obstetrics/gynecology|emergency medicine|cardiology|oncology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services","CT simulators|radiotherapy machines",N/A,N/A,N/A,+251115511211,N/A,10|11|12|13|44|45|46|47|48|49,"HIV/AIDS, Stroke, Lower respiratory infections"
2,University of Gondar Comprehensive Specialized Hospital,Amhara,Gondar,12.3653,37.2707,"gynecology|pediatrics|surgery|internal medicine|psychiatry|HIV care","emergency care|outpatient services|inpatient services|surgical services|diagnostic services|leishmaniasis treatment","radiotherapy linear accelerator|radiology equipment|pathology equipment",N/A,N/A,N/A,+251582115119,https://hospital.uog.edu.et/,14|15|16|17|20,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
3,Jimma University Teaching Hospital,Oromia,Jimma,7.681,36.854,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,https://ju.edu.et/specialized-hosptial/,14|22|23|24,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
4,Hawassa University Comprehensive Specialized Hospital,Sidama,Hawassa,7.0292,38.2816,"cancer treatment|surgery|infectious disease management|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|chemotherapy|radiotherapy","CT|MRI|radiotherapy linear accelerator",N/A,N/A,ISO accredited,8086,N/A,14|50|51|52|53|54|55,"Lower respiratory infections, Stroke, Ischaemic heart disease"
5,St. Paul's Hospital Millennium Medical College,Addis Ababa,Addis Ababa,9.0301,38.4339,"internal medicine|surgery|pediatrics|gynecology|kidney transplantation","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,+251112750125,www.sphmmc.edu.et,14|56|57|58|59|60|61|62|63,"HIV/AIDS, Stroke, Lower respiratory infections"
6,Ayder Comprehensive Specialized Hospital,Tigray,Mekelle,13.497402,39.470737,"internal medicine|surgery|pediatrics|gynecology|newborn care|dialysis|cancer treatment","emergency care|outpatient services|inpatient services|surgical services|diagnostic services","MRI|surgical equipment",N/A,N/A,N/A,N/A,N/A,14|65|55|66,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
7,Adama General Hospital & Medical College,Oromia,Adama,8.3341,39.1659,"surgery|orthopedics|gynecology/obstetrics|internal medicine|pediatrics|ophthalmology|dermatology|psychiatry|dental|neurology|radiology|ART|MDR-TB","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,https://www.adamahmc.edu.et/,14|28|29,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
8,Wolaita Sodo University Teaching Referral Hospital,South Ethiopia Regional State,Wolaita Sodo,6.5137,37.4646,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14|34|35,"Lower respiratory infections, Stroke, Ischaemic heart disease"
9,Haramaya University Hiwot Fana Comprehensive Specialized Hospital,Harari,Harar,9.1820,42.0745,"internal medicine|general surgery|neurosurgery|pediatric surgery|urology|plastic surgery|orthopedic surgery|gynecology/obstetrics|pediatrics|neurology|pediatric cardiology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services|dialysis|mental health care|reproductive health|oncology|ophthalmic care|ENT|pathology|pharmacy|dental care|TB/HIV services|neonatal intensive care|dermatology|maternal/child health","dialysis unit|comprehensive laboratory equipment|diagnostic equipment","High satisfaction with laboratory services",N/A,Accredited,+251256667439| +251256668081,http://www.haramaya.edu.et/hiwotfana/,1|2|3|4|5|6|8,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
10,Debre Birhan Comprehensive Specialized Hospital,Amhara,Debre Birhan,9.4045,39.3207,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
11,Debre Markos Comprehensive Specialized Hospital,Amhara,Debre Markos,10.1927,37.4332,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
12,Debretabor Comprehensive Specialized Hospital,Amhara,Debre Tabor,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
13,Fitchie Comprehensive Specialized Hospital,Amhara,Fiche,9.4704,38.4353,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
14,Jigjiga Suldan Shiek hassan Yabare University Referral Hospital,Somali,Jijiga,9.359,42.829,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services|rehabilitative services|support services",N/A,N/A,N/A,N/A,https://www.shycsh.edu.et/,14|40|41|42,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
15,Addis Ababa Fistula Hospital,Addis Ababa,Addis Ababa,9.0043,38.7605,"fistula repair","surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
16,Addis General Hospital,Addis Ababa,Addis Ababa,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
17,ALERT Comprehensive Specialized Hospital,Addis Ababa,Addis Ababa,8.9856,38.71039,"emergency medicine|orthopedic surgery|plastic surgery|dermatology|pediatrics","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,https://alerthospital.gov.et/,14|70|71|72,"HIV/AIDS, Stroke, Lower respiratory infections"
18,Menelik II Referral Hospital,Addis Ababa,Addis Ababa,9.038484531872488,38.774286366741364,"cardiology|neurology|oncology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,7|74|75,"HIV/AIDS, Stroke, Lower respiratory infections"
19,Zewditu Hospital,Addis Ababa,Addis Ababa,9.01890,38.76480,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,12|77,"HIV/AIDS, Stroke, Lower respiratory infections"
20,Eka Kotebe General Hospital,Addis Ababa,Addis Ababa,9.005401,38.763611,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
21,Balcha Hospital lideta,Addis Ababa,Addis Ababa,8.9806034,38.7577605,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14|62,"HIV/AIDS, Stroke, Lower respiratory infections"
22,Federal Police Referral Hospital,Addis Ababa,Addis Ababa,9.0047,38.4424,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
23,Harar General Hospital,Harari,Harar,9.1846,42.0658,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
24,Adama Referral Hospital,Oromia,Adama,8.3303,39.1632,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
25,Arba Minch General Hospital,South Ethiopia Regional State,Arba Minch,6.0142,37.3308,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
26,Jinka General Hospital,South Ethiopia Regional State,Jinka,5.4700,36.3400,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
27,Gebretsadik Shawo General Hospital,Southwest Ethiopia Regional State,Bonga,7.2736,36.2358,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
28,Mizan Aman General Hospital,Southwest Ethiopia Regional State,Mizan,7.0042,35.5614,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
29,Abala Hospital,Afar,Abala,13.3692,39.7581,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Tuberculosis, Neonatal disorders, Diarrhoeal diseases"
30,Asaita District Hospital,Afar,Asaita,11.7058,41.4150,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Tuberculosis, Neonatal disorders, Diarrhoeal diseases"
31,Dubti General Hospital,Afar,Dubti,11.7897,41.0819,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Tuberculosis, Neonatal disorders, Diarrhoeal diseases"
32,Mohammed A̩lie Memorial Hospital,Afar,Asaita,11.7572,40.9589,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Tuberculosis, Neonatal disorders, Diarrhoeal diseases"
33,Bati General Hospital,Amhara,Dessie,11.1353,39.6325,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
34,Selam General Hospital,Amhara,Dessie,11.1289,39.6339,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
35,Dansha Hospital,Amhara,Gondar,13.7094,36.8556,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
36,Ibex Hospital,Amhara,Gondar,12.5983,37.4503,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
37,Worabe Comprehensive Specialized Hospital,Central Ethiopia Regional State,Worabe,7.9594,37.8483,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
38,Butajira General Hospital,Central Ethiopia Regional State,Butajira,8.2528,38.3681,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
39,Dr. Bogalech Gebre Memorial Hospital,Central Ethiopia Regional State,Durame,7.3761,37.7861,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
40,Kulito General Hospital,Central Ethiopia Regional State,Halaba Kulito,6.4431,37.6031,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
41,Adare Hospital,Sidama,Hawassa,7.0308,38.2823,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
42,Alatyon General Hospital,Sidama,Hawassa,7.0159,38.2943,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
43,Kibru Primary Hospital,Sidama,Hawassa,7.0254,38.2834,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
44,Yanet Internal Medicine Specialized Center,Sidama,Hawassa,7.0639,38.4742,"internal medicine","emergency care|outpatient services|inpatient services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
45,Dagahbour General Hospital,Somali,Degehabur,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
46,Filtu General Hospital,Somali,Filtu,5.0714,40.3946,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
47,Gode General Hospital,Somali,Gode,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
48,Hargelle General Hospital,Somali,Hargelle,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
49,Karamara General Hospital,Somali,Jijiga,9.2134,42.4803,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
50,Qabri Dahare General Hospital,Somali,Kebri Dahar,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
51,Sitti General Hospital,Somali,Bike,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
52,Warder General Hospital,Somali,Werder,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
53,Soddo Christian Hospital,South Ethiopia Regional State,Wolaita Sodo,6.5116,37.4538,"general surgery|internal medicine|pediatrics|gynecology|maternity care","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,https://soddo.hospital/,14|32,"Lower respiratory infections, Stroke, Ischaemic heart disease"
54,Enyat Hospital,South Ethiopia Regional State,Wolaita Sodo,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
55,Grace Hospital,South Ethiopia Regional State,Wolaita Sodo,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
56,St Mary's Hospital,South Ethiopia Regional State,Dubbo,7.0733,37.4116,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"Lower respiratory infections, Stroke, Ischaemic heart disease"
57,Dil Chora Hospital,Dire Dawa,Dire Dawa,9.6000,41.8667,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,81,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
58,Jugal Hospital,Harari,Harar,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,1,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
59,Bisidimo Hospital,Oromia,Eastern Hararghe,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,1,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
60,Felegehiwot Referral Hospital,Amhara,Bahir Dar,11.5972,37.3833,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,82,"Neonatal disorders, Diarrhoeal diseases, Lower respiratory infections"
61,Hayat Hospital,Addis Ababa,Addis Ababa,8.9947,38.7950,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
62,Landmark General Hospital,Addis Ababa,Addis Ababa,9.0022,38.4451,"general surgery|internal medicine|pediatrics|gynecology|surgery|dermatology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,https://landmarkhospital.et/,14|84,"HIV/AIDS, Stroke, Lower respiratory infections"
63,Myungsung Christian Medical Center,Addis Ababa,Addis Ababa,8.9995733,38.8079878,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14|85,"HIV/AIDS, Stroke, Lower respiratory infections"
64,Kadisco General Hospital,Addis Ababa,Addis Ababa,8.9944,38.4851,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services|advanced imaging",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
65,Nordic Medical Centre,Addis Ababa,Addis Ababa,8.9847,38.7781,"family medicine|emergency medicine|general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
66,Saint Gabriel General Hospital,Addis Ababa,Addis Ababa,8.9833,38.7578,"general surgery|internal medicine|pediatrics|gynecology|surgery|dermatology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
67,Addis Cardiac Hospital,Addis Ababa,Addis Ababa,9.0370,38.7662,"cardiology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
68,Bethzatha General Hospital,Addis Ababa,Addis Ababa,9.005401,38.763611,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
69,Ethio Tebib General Hospital,Addis Ababa,Addis Ababa,9.0369,38.7338,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,https://ethiotebibhospital.com/,14|89,"HIV/AIDS, Stroke, Lower respiratory infections"
70,Ras Desta Damtew Hospital,Addis Ababa,Addis Ababa,8.9792,38.7578,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
71,St. Peter Referral Hospital,Addis Ababa,Addis Ababa,9.0781,38.7581,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
72,St. Yared General Hospital,Addis Ababa,Addis Ababa,9.0194,38.8099,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
73,Yerer Hospital,Addis Ababa,Addis Ababa,8.9922,38.8289,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
74,Zenbaba General Hospital,Addis Ababa,Addis Ababa,8.9556,38.7650,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
75,Armed Forces Comprehensive Specialized Hospital,Addis Ababa,Addis Ababa,9.0125,38.7244,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
76,Bella Military Referral Hospital,Addis Ababa,Addis Ababa,9.0472,38.7830,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
77,Betsegah Mother and Child Health Hospital,Addis Ababa,Addis Ababa,9.0081,38.7770,"gynecology|pediatrics","maternal health|child health|emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
78,Brass Mother and Child Health Hospital,Addis Ababa,Addis Ababa,8.9903,38.7936,"gynecology|pediatrics","maternal health|child health|emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
79,Dinberua Maternity Hospital,Addis Ababa,Addis Ababa,9.0264,38.8520,"gynecology","maternal health|emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
80,Hallelujah General Hospital,Addis Ababa,Addis Ababa,8.9864,38.7592,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
81,International Cardiovascular and Medical Center,Addis Ababa,Addis Ababa,9.0208,38.8542,"cardiology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,https://www.icmchospital.et/,14|93,"HIV/AIDS, Stroke, Lower respiratory infections"
82,Lancet General Hospital,Addis Ababa,Addis Ababa,9.0167,38.8011,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,https://lancethealthservices.com/,14|86,"HIV/AIDS, Stroke, Lower respiratory infections"
83,Novocare American Clinic,Addis Ababa,Addis Ababa,9.0028,38.7867,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
84,SalaM Health Care PLC,Addis Ababa,Addis Ababa,N/A,N/A,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,92,"HIV/AIDS, Stroke, Lower respiratory infections"
85,Shedeho Internal Medicine Clinic,Addis Ababa,Addis Ababa,8.9622,38.7690,"internal medicine","emergency care|outpatient services|inpatient services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
86,Tibebu General Hospital,Addis Ababa,Addis Ababa,8.9839,38.7572,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
87,Tirunesh Beijing General Hospital,Addis Ababa,Addis Ababa,8.87753,38.78962,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14|99,"HIV/AIDS, Stroke, Lower respiratory infections"
88,Tzna General Hospital,Addis Ababa,Addis Ababa,8.9992,38.7153,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,14,"HIV/AIDS, Stroke, Lower respiratory infections"
89,Yordanos Hospital,Addis Ababa,Addis Ababa,9.0098,38.7629,"general surgery|internal medicine|pediatrics|gynecology","emergency care|outpatient services|inpatient services|surgical services|diagnostic services",N/A,N/A,N/A,N/A,N/A,92,"HIV/AIDS, Stroke, Lower respiratory infections"